Formula                         icsd     idk1 idk2
Li1Ni1O4P1                      97765   62    NLC
Li1Ni1O4P1                      72929   62    NLC
Li1Ni1O4P1                     402760   62    NLC
La1P1Pt1                       417912   62    NLC
K2O4Ru1                        415749   62    NLC
Ir1Sn1Y1                       427252   62    NLC
Ir1Si1Y1                       427253   62    NLC
Ir1Si1Ta1                      411884   62    NLC
Ir1Sc3Si3                      421256   62    NLC
Ir1Sc1Si1                      420416   62    NLC
Ir1Sb1Yb1                      422623   62    NLC
Ir1Nb1Si1                      411882   62    NLC
Ir1Mn1Si1                      246548   62    NLC
Ir1Mn1Si1                      246547   62    NLC
In3Ir1                         240201   62    NLC
In1Rh1Yb1                      412913   62    NLC
Ho2S3                           72291   62    NLC
Ho1O3V1                        185837   62    NLC
Ho1Mn1O3                       165196   62    NLC
Hf3P2                           82727   62    NLC
Ge3Pt2                          42912   62    NLC
Ge2Mo1                          16822   62    NLC
Ge2Li3Na1                      429881   62    NLC
Ge2In1Li1Sr2                   280691   62    NLC
Ge1Rh2                          44860   62    NLC
Ge1Rh1Ta1                      421092   62    NLC
Ge1Pt1Zr1                      260793   62    NLC
Ge1Pt1Yb1                      419135   62    NLC
Ge1Pt1                           2624   62    NLC
Ge1Pd1Ti1                      409926   62    NLC
Ge1O1Yb3                       413387   62    NLC
Ge1Mg1Ni1                      237302   62    NLC
Ge1Ir1Sc1                      428468   62    NLC
Ge1Ir1Nb1                      411883   62    NLC
Ga2Pd5                         103904   62    NLC
Fe1Se1                         169317   62    NLC
Fe1Se1                         169316   62    NLC
Fe1Se1                         169314   62    NLC
Fe1Se1                         169312   62    NLC
Fe1Se1                         169310   62    NLC
Fe1Se1                         169308   62    NLC
Fe1Se1                         169305   62    NLC
Fe1Se1                         169282   62    NLC
Fe1Se1                         169281   62    NLC
Fe1Se1                         169280   62    NLC
Fe1Se1                         169279   62    NLC
Fe1Se1                         169278   62    NLC
Fe1Se1                         169277   62    NLC
Fe1Se1                         169276   62    NLC
Fe1Se1                         169275   62    NLC
Fe1Se1                         169274   62    NLC
Fe1Se1                         169273   62    NLC
Fe1S1                           35010   62    NLC
Fe1S1                           35009   62    NLC
Fe1S1                           35008   62    NLC
Fe1P1Ta1                        49729   62    NLC
Fe1K2O4                         32756   62    NLC
Fe1K2O4                          2876   62    NLC
F2K1N1O1                       240891   62    NLC
F1Se1Y1                          2635   62    NLC
Cu1Sc1Si1                       86391   62    NLC
Cs2O4Ru1                        33799   62    NLC
Cs2Fe1O4                        33861   62    NLC
Cr2Fe1O4                       192388   62    NLC
Co2O4Si1                        65751   62    NLC
Co2O4Si1                         6248   62    NLC
Co2O4Si1                        50072   62    NLC
Co2O4Si1                       260092   62    NLC
Co2O4Si1                       260091   62    NLC
Co2O4Si1                       202255   62    NLC
Co2O4Si1                       200705   62    NLC
Co1Y3                          192245   62    NLC
Co1Y3                          192244   62    NLC
Co1Si1V1                       409847   62    NLC
Co1P1Zr1                        49726   62    NLC
Co1P1                           43401   62    NLC
Co1P1                           43249   62    NLC
Co1Mo1P1                         2421   62    NLC
Co1La3                         150531   62    NLC
Ce3In2Ru2                      157332   62    NLC
Ce2Te3                         428424   62    NLC
Ce1Pd1Zn1                      420207   62    NLC
Ce1P2Pt4                       409972   62    NLC
Ce1In4Pd2                       54733   62    NLC
Ce1In2Pd3                       99240   62    NLC
Ce1Cu6                         150105   62    NLC
Cd1Pt1Sr1                      237728   62    NLC
Cd1Na1Sb1                       12159   62    NLC
Ca1Pt1Si1                       72642   62    NLC
Ca1Mg1Pd1                      426616   62    NLC
Ca1In1Rh1                      410841   62    NLC
Ca1Ge1Pt1                      106343   62    NLC
Ca1Fe2O4                       291004   62    NLC
Ca1Cd1Pt1                      426610   62    NLC
Ca1Cd1Pd1                      426611   62    NLC
C2U1W1                          68116   62    NLC
C2Mo1U1                         16549   62    NLC
C2Cr3                          151477   62    NLC
C2Cr3                           15086   62    NLC
C1H2Cl1Cu1N2                   247128   62    NLC
Bi3Co1                         236383   62    NLC
Bi3Co1                         193272   62    NLC
Bi1Li1Yb1                      428110   62    NLC
Ba2Si1                          52698   62    NLC
Ba2Pb1                         416561   62    NLC
Ba1Ho2Te4                       90336   62    NLC
Ba1Hg6                         424857   62    NLC
Ba1Fe2Se3                      424315   62    NLC
Ba1Fe2Se3                      424314   62    NLC
Ba1Fe2Se3                      290595   62    NLC
Ba1Fe2Se3                      185512   62    NLC
Ba1Fe2Se3                       16308   62    NLC
B2Co1Nb1                        41893   62    NLC
B1Co1Mo1                        42894   62    NLC
B1Ca2F1N2                       50842   62    NLC
Au3Ga2Rb1                      263057   62    NLC
Au3Cs1Ga2                      263058   62    NLC
Au3Ca3In1                      418239   62    NLC
Au2In2Sr1                      249563   62    NLC
Au2Ba1In2                      249562   62    NLC
Au1In1Sr1                      391422   62    NLC
Au1Ca1In1                      408579   62    NLC
Au1Ca1Ga1                      106273   62    NLC
As2Zr1                         168665   62    NLC
As1V1                           42446   62    NLC
As1Li1Ni1O4                     51201   62    NLC
As1Li1Ni1O4                    245184   62    NLC
As1Cu1Mg1                      412296   62    NLC
As1Co1Hf1                      406953   62    NLC
As1Co1                          48030   62    NLC
As1Co1                          48029   62    NLC
As1Co1                          48028   62    NLC
As1Co1                          48026   62    NLC
As1Cd1Na1                        9571   62    NLC
As1.01Ce1Se0.99                249802   62    NLC
Al1Ce1Ru1                      160051   62    NLC
Al1Ce1Rh1                       55623   62    NLC
Al1Ce1Rh1                      160052   62    NLC
Al1Au1Yb1                      370027   62    NLC
Al1Au1Ca1                      370015   62    NLC
Ag1Sb1Yb1                       83983   62    NLC
U1                              43419   63    NLC
U1                              43339   63    NLC
Sn5Sr3                         411981   63    NLC
Sn5Sr3                         165183   63    NLC
Sn4Sr1                          54756   63    NLC
Sn4Sr1                         281669   63    NLC
Si2Zr1                          95179   63    NLC
Si1Zr1                          20284   63    NLC
Rh1Zr1                         163454   63    NLC
Pd1Zr1                          55546   63    NLC
Pd1Sr1Tl2                      165577   63    NLC
O5Ti3                           50984   63    NLC
Ni1Zr1                          96322   63    NLC
Ni1Zr1                         105478   63    NLC
Ni1O1Zr3                        71964   63    NLC
Mg2Pd1Sr1                      425493   63    NLC
Ir1Zr1                         163453   63    NLC
In4Pt1Sr1                      418180   63    NLC
In4Pd1Sr1                      418179   63    NLC
In4Pb1Sr3                      415937   63    NLC
In2Pt1Sr1                      410400   63    NLC
In2Pd1Sr1                      410402   63    NLC
Hf2Pt3                         190810   63    NLC
Hf1Te5                          15051   63    NLC
Ge6La2Zn3                      171232   63    NLC
Ge2Th1                          56047   63    NLC
Ge1Na2Zn1                      240728   63    NLC
Ga1La1                         423623   63    NLC
Ga1                              2795   63    NLC
Fe4O5                          290249   63    NLC
Fe1S3U1                            98   63    NLC
Fe1S3U1                        261040   63    NLC
Fe1S3U1                        261039   63    NLC
Fe1S3U1                        261038   63    NLC
Cr2Mg1O4                       193548   63    NLC
Cr2Fe1O4                       192389   63    NLC
Co3Ga9Y2                        20951   63    NLC
Ce1Pt1Si2                      246169   63    NLC
Ce1Ni1Si2                       42711   63    NLC
Ce1In4Pd1                      157363   63    NLC
Ce1In2Pd1                      150132   63    NLC
Ce1Ge2Ni1                      106394   63    NLC
Cd2Pd1Sr1                      425494   63    NLC
Ca4Ge3Ni4                      421432   63    NLC
Ca3Zn1                          58948   63    NLC
Ca2Sn6Zn3                      424107   63    NLC
Ca1Si1                          78996   63    NLC
Ca1Si1                         190659   63    NLC
Ca1In4Pd1                      410890   63    NLC
Ca1In4Ni1                      106347   63    NLC
Ca1Ga2Ni1                      710075   63    NLC
Ca1Fe4O6                        16355   63    NLC
C1B3Nb3                        411622   63    NLC
Be1Pd3                         107610   63    NLC
Ba3Sn5                         411980   63    NLC
Ba3Sn5                         167166   63    NLC
Ba3Ge5                         167163   63    NLC
Ba2Ge4Ir4Mg1                   429723   63    NLC
Ba1Pd1Sb2                      405111   63    NLC
Ba1Ni2Si2                       14110   63    NLC
Ba1In2Pt1                      411228   63    NLC
Ba1In1                         414228   63    NLC
Ba1Cd2Pt1                      429115   63    NLC
B7W1Y3                          39663   63    NLC
B7Co4Nb3                        62282   63    NLC
B1Re3                           43662   63    NLC
Au1In2Na1                      107505   63    NLC
As4Cd5Rb2                      290262   63    NLC
As3Nb4                          15032   63    NLC
As2Ba1Pd1                      405110   63    NLC
Al2Ge1La2                      423614   63    NLC
Al2Ba1Si2                      153384   63    NLC
Al1La1                          54470   63    NLC
Al1B1W1                        251809   63    NLC
Al1B1Mo1                       251808   63    NLC
Al10Ru2U1                      182114   63    NLC
Al10Fe2U1                       99179   63    NLC
Al10Fe2Th1                     152354   63    NLC
Al10Ce1Ru2                      59912   63    NLC
Ag1.2Cs0.4Er0.8Te2             238167   63    NLC
Mg1O3V1                         15927   65    NLC
Ge2U1                           83885   65    NLC
Ge2U1                           82702   65    NLC
Ge2U1                          236995   65    NLC
Ge2Th1                          56046   65    NLC
Ge2Pb1Sr2                      193219   65    NLC
Fe2O5Sr3                       261512   65    NLC
Cu1Mg4Y1                       419475   65    NLC
Co1O4Re1                        72872   65    NLC
Ce3Ni2Si8                       16497   65    NLC
Ce2Si7                         174528   65    NLC
Br2Cd2Hg2S2                    185392   65    NLC
Ba3Ge4                         391060   65    NLC
B6Ni3Yb2                        39394   65    NLC
B4Rh8Zn5                       417990   65    NLC
Al5Br2La4                      413191   65    NLC
Al1B4Yb1                       260798   65    NLC
Al1B4Yb1                       167533   65    NLC
Al2Cu1Ir1                      167666   67    NLC
Pb5Sc6                         170063   72    NLC
Ni1Pd2Te2                      416512   72    NLC
Fe1Pd2Se2                      416515   72    NLC
Cr4Sc2Si5                       54107   72    NLC
Br2Hg5O4                        28232   72    NLC
Yb1Zn2                         106234   74    NLC
Ga2La1Rh3                      429139   74    NLC
Fe2O4Si1                       238760   74    NLC
Fe2O4Si1                       238759   74    NLC
Fe2Mo4O7                        93229   74    NLC
Cs1F5Ni1Pd1                     74288   74    NLC
Co2O4Si1                        10156   74    NLC
Ce3Pt5Si1                      246171   74    NLC
Ce3Pd5Si1                       93244   74    NLC
Cd2Sr1                         260381   74    NLC
Ca2O7Os2                        97094   74    NLC
Ca2O7Os2                        97093   74    NLC
Ca2O7Os2                        97092   74    NLC
Ca2O7Os2                        97091   74    NLC
Ca1Zn2                         418971   74    NLC
Ca1Cd2                         420576   74    NLC
Ba1In2                         414229   74    NLC
Ba1Ge5                         251586   74    NLC
Ba1Ge5                         194880   74    NLC
Ba1Cd2                         260668   74    NLC
Au2Ca1                          55542   74    NLC
Ag2Ca1                         417225   74    NLC
Ag1Ca1Zn1                      417227   74    NLC
Te1Zr3                          81540   82    NLC
Te1Zr3                          81539   82    NLC
Te1Zr3                          51048   82    NLC
Sb1Zr3                         195057   82    NLC
Ni3P1                           98373   82    NLC
In1P1S4                         23612   82    NLC
Ge1Ta3                          56027   82    NLC
Fe3P1                           43365   82    NLC
Cr3P1                           23560   82    NLC
Ca7Ni4Sn13                     106354   83    NLC
Ca1Fe1O2                       246245  113    NLC
Ca1Fe1O2                       246244  113    NLC
Fe5Si3U1                       157999  123    NLC
Cu2O7Sr2Tl1Y1                   74164  123    NLC
Ce1Ga6Pd1                      240161  123    NLC
Ba2Cu3O6Y1                      84739  123    NLC
Ba2Cu3O6Y1                      72254  123    NLC
Ba2Cu3O6Y1                      68290  123    NLC
Ba2Cu3O6Y1                      68046  123    NLC
Ba2Cu3O6Y1                      68008  123    NLC
Ba2Cu3O6Y1                      67016  123    NLC
Ba2Cu3O6Y1                      66903  123    NLC
Ba2Cu3O6Y1                      63269  123    NLC
Ba2Cu3O6Y1                     203116  123    NLC
Ba2Cu2La1O8Ta1                  64639  123    NLC
Ba1Mg4Si3                      165630  123    NLC
As2Ba1O1Ti2                    169074  123    NLC
Al2B1La1Ru2                    174342  123    NLC
Al2B1La1Os2                    251834  123    NLC
H8I1N4P1                       400461  125    NLC
Pb3Sr2                         105627  127    NLC
Li2Sn5                          26200  127    NLC
Ge2Mg1Y2                       423457  127    NLC
Cs1I3Sn1                       262925  127    NLC
Ce2Ge2Mg1                      413849  127    NLC
Cd1La2Rh2                      107389  127    NLC
Cd1Ge2Y2                       424169  127    NLC
C5Ru6Th2                        79239  127    NLC
C5Ru6Th2                        39204  127    NLC
C2B2Ce1                        280180  127    NLC
Ba1Ho2O5Pd1                    404497  127    NLC
B4Y1                            67222  127    NLC
B4Y1                            26777  127    NLC
B4La1                            2360  127    NLC
B4Ho1                          182659  127    NLC
B2Rh5Sc3                        51434  127    NLC
Al1Pt3                         107439  127    NLC
Ni2P2Th1                        74786  129    NLC
La1N1                          423892  129    NLC
Ge1Ni1Pd1                       87913  129    NLC
Cu4La1P3                       428492  129    NLC
Cu1O1P1U1                       79579  129    NLC
Cu1O1P1Th1                     182311  129    NLC
Cu1F1Se1Sr1                    172798  129    NLC
Cu1F1S1Sr1                     172796  129    NLC
Ce1Pt2Si2                       61370  129    NLC
Ce1P2Rh2                        40764  129    NLC
Ca1Ga1N1                         2027  129    NLC
C2Co1Sc1                        62598  129    NLC
C1B1Ni1Y1                       85283  129    NLC
Bi2La1Li1                      415728  129    NLC
Ba1Cu2Sb2                      236308  129    NLC
Au2Sn2Sr1                      428691  129    NLC
Au2Sn2Sr1                      427711  129    NLC
As2Cu1Y1                       412550  129    NLC
As2Cu1Ho1                       94440  129    NLC
As2Cu1Ho1                      412178  129    NLC
Al2Ce1Pd2                      194698  129    NLC
Ag1Sb2Y1                       190094  129    NLC
I1Pd1Te1                        50987  131    NLC
Ca1O4Pt2                         6159  131    NLC
Sn3Sr5                           1203  140    NLC
Sb2Ti1                         409797  140    NLC
Sb2Ti1                         249576  140    NLC
Ni1Zr2                         105479  140    NLC
Ge3Sr5                         409374  140    NLC
Cs9O4Sc1                       420322  140    NLC
Cs9In1O4                       419823  140    NLC
Cs9Ga1O4                       420320  140    NLC
Ca1Ni4Sn2                      418133  140    NLC
Bi2Fe1Ti4                      150146  140    NLC
Al1Cs9O4                       420321  140    NLC
Ba3Cr2O9W1                      81072  190    NLC
Ba3Ca1O9Ru2                     73183  190    NLC
Os1Te2                         300225  205    NLC
Ni1S2                           86354  205    NLC
Ni1S2                           68169  205    NLC
Ni1S2                           68168  205    NLC
Ni1S2                           68167  205    NLC
Ni5U1                          260984  216    NLC
La4Mg1Ru1                      418013  216    NLC
Hg1S1                           81917  216    NLC
Cd1Ce1Ni4                      415194  216    NLC
